LABEL,T_F,W,A,D,HT,OD,BF,B,ID,TW,TF,T,TNOM,TDES,KDES,KDET,K1,X,Y,E0,XP,YP,BF_2TF,B_T,H_TW,H_T,D_T,IX,ZX,SX,RX,IY,ZY,SY,RY,RZ,J,CW,C,WNO,SW,QF,QW,RO,H,TAN_ALPHA,QS,EDI_STD_NOMENCLATURE,AISC_MANUAL_LABEL,W,A,D,HT,OD,BF,B,ID,TW,TF,T,TNOM,TDES,KDES,KDET,X,Y,E0,XP,YP,W,B_T,H_T,H_TW,D_T,IX,ZX,SX,RX,IY,ZY,SY,RY,RZ,J,CW,C,WNO,SW,QF,QW,RO,H,TAN_ALPHA,QS
WT8X15.5,F,15.5,4.56,7.94,0,0,5.53,0,0,0.275,0.440,0,0,0.00,0.842,1.125,0,0.00,2.02,0.00,0.00,0.413,6.28,0.00,25.8,0.00,28.9,27.5,8.27,4.64,2.45,6.20,3.51,2.24,1.17,0.00,0.230,0.366,0.00,0.00,0.00,0.00,0.00,3.26,0.695,0.00,0.480,WT205X23.05,WT205X23.05,23.1,2940,202,0.00,0.00,140,0.00,0.00,6.99,11.2,0.00,0.00,0.00,21.4,28.6,0.00,51.3,0.00,0.00,10.5,23.1,0.00,0.00,25.80,28.9,11.4,136,76.0,62.2,2.58,57.5,36.7,29.7,0.00,95.7,0.0983,0.00,0.00,0.00,0.00,0.00,82.8,0.695,0.00,0.480
WT8X13,F,13.0,3.84,7.85,0,0,5.50,0,0,0.250,0.345,0,0,0.00,0.747,1.0625,0,0.00,2.09,0.00,0.00,0.372,7.97,0.00,28.4,0.00,31.4,23.5,7.36,4.09,2.47,4.79,2.73,1.74,1.12,0.00,0.130,0.243,0.00,0.00,0.00,0.00,0.00,3.32,0.667,0.00,0.406,WT205X19.4,WT205X19.4,19.4,2480,199,0.00,0.00,140,0.00,0.00,6.35,8.76,0.00,0.00,0.00,19.0,27.0,0.00,53.1,0.00,0.00,9.45,19.4,0.00,0.00,28.40,31.4,9.78,121,67.0,62.7,1.99,44.7,28.5,28.4,0.00,54.1,0.0653,0.00,0.00,0.00,0.00,0.00,84.3,0.667,0.00,0.406
WT7X96.5,F,96.5,28.4,7.74,0,0,15.7,0,0,0.890,1.44,0,0,0.00,2.04,2.75,0,0.00,1.49,0.00,0.00,0.903,5.45,0.00,6.41,0.00,8.70,89.8,29.4,14.4,1.78,466,90.1,59.3,4.05,0.00,17.3,87.2,0.00,0.00,0.00,0.00,0.00,4.49,0.971,0.00,1.00,WT180X143.5,WT180X143.5,144,18300,197,0.00,0.00,399,0.00,0.00,22.6,36.6,0.00,0.00,0.00,51.8,69.9,0.00,37.8,0.00,0.00,22.9,144,0.00,0.00,6.41,8.70,37.4,482,236,45.2,194,1480,972,103,0.00,7200,23.4,0.00,0.00,0.00,0.00,0.00,114,0.971,0.00,1.00
WT7X88,F,88.0,25.9,7.61,0,0,15.7,0,0,0.830,1.31,0,0,0.00,1.91,2.625,0,0.00,1.43,0.00,0.00,0.827,5.97,0.00,6.87,0.00,9.17,80.5,26.3,13.0,1.76,419,81.3,53.5,4.02,0.00,13.2,65.2,0.00,0.00,0.00,0.00,0.00,4.46,0.970,0.00,1.00,WT180X131,WT180X131,131,16700,193,0.00,0.00,399,0.00,0.00,21.1,33.3,0.00,0.00,0.00,48.5,66.7,0.00,36.3,0.00,0.00,21.0,131,0.00,0.00,6.87,9.17,33.5,431,213,44.7,174,1330,877,102,0.00,5490,17.5,0.00,0.00,0.00,0.00,0.00,113,0.970,0.00,1.00
WT7X79.5,F,79.5,23.4,7.49,0,0,15.6,0,0,0.745,1.19,0,0,0.00,1.79,2.5,0,0.00,1.35,0.00,0.00,0.751,6.54,0.00,7.65,0.00,10.1,70.2,22.8,11.4,1.73,374,73.0,48.1,4.00,0.00,9.84,47.9,0.00,0.00,0.00,0.00,0.00,4.43,0.971,0.00,1.00,WT180X118.5,WT180X118.5,118,15100,190,0.00,0.00,396,0.00,0.00,18.9,30.2,0.00,0.00,0.00,45.5,63.5,0.00,34.3,0.00,0.00,19.1,119,0.00,0.00,7.65,10.1,29.2,374,187,43.9,156,1200,788,102,0.00,4100,12.9,0.00,0.00,0.00,0.00,0.00,113,0.971,0.00,1.00
WT7X72.5,F,72.5,21.3,7.39,0,0,15.5,0,0,0.680,1.09,0,0,0.00,1.69,2.375,0,0.00,1.29,0.00,0.00,0.688,7.11,0.00,8.39,0.00,10.9,62.5,20.2,10.2,1.71,338,66.2,43.7,3.98,0.00,7.56,36.3,0.00,0.00,0.00,0.00,0.00,4.40,0.971,0.00,1.00,WT180X108,WT180X108,108,13700,188,0.00,0.00,394,0.00,0.00,17.3,27.7,0.00,0.00,0.00,42.9,60.3,0.00,32.8,0.00,0.00,17.5,108,0.00,0.00,8.39,10.9,26.0,331,167,43.4,141,1080,716,101,0.00,3150,9.75,0.00,0.00,0.00,0.00,0.00,112,0.971,0.00,1.00
WT7X66,F,66.0,19.4,7.33,0,0,14.7,0,0,0.645,1.03,0,0,0.00,1.63,2.3125,0,0.00,1.29,0.00,0.00,0.658,7.15,0.00,8.84,0.00,11.4,57.8,18.6,9.57,1.73,274,56.5,37.2,3.76,0.00,6.13,26.6,0.00,0.00,0.00,0.00,0.00,4.21,0.966,0.00,1.00,WT180X98,WT180X98,98.0,12500,186,0.00,0.00,373,0.00,0.00,16.4,26.2,0.00,0.00,0.00,41.4,58.7,0.00,32.8,0.00,0.00,16.7,98,0.00,0.00,8.84,11.4,24.1,305,157,43.9,114,926,610,95.5,0.00,2550,7.14,0.00,0.00,0.00,0.00,0.00,107,0.966,0.00,1.00
WT7X60,F,60.0,17.7,7.24,0,0,14.7,0,0,0.590,0.940,0,0,0.00,1.54,2.25,0,0.00,1.24,0.00,0.00,0.602,7.80,0.00,9.66,0.00,12.3,51.7,16.5,8.61,1.71,247,51.2,33.7,3.74,0.00,4.67,20.0,0.00,0.00,0.00,0.00,0.00,4.19,0.966,0.00,1.00,WT180X89.5,WT180X89.5,89.5,11400,184,0.00,0.00,373,0.00,0.00,15.0,23.9,0.00,0.00,0.00,39.1,57.2,0.00,31.5,0.00,0.00,15.3,89.5,0.00,0.00,9.66,12.3,21.5,270,141,43.4,103,839,552,95.0,0.00,1940,5.37,0.00,0.00,0.00,0.00,0.00,106,0.966,0.00,1.00
WT7X54.5,F,54.5,16.0,7.16,0,0,14.6,0,0,0.525,0.860,0,0,0.00,1.46,2.1875,0,0.00,1.17,0.00,0.00,0.548,8.49,0.00,10.9,0.00,13.6,45.3,14.4,7.56,1.68,223,46.3,30.6,3.73,0.00,3.55,15.0,0.00,0.00,0.00,0.00,0.00,4.16,0.968,0.00,1.00,WT180X81,WT180X81,81.0,10300,182,0.00,0.00,371,0.00,0.00,13.3,21.8,0.00,0.00,0.00,37.1,55.6,0.00,29.7,0.00,0.00,13.9,81,0.00,0.00,10.90,13.6,18.9,236,124,42.7,92.8,759,501,94.7,0.00,1480,4.03,0.00,0.00,0.00,0.00,0.00,106,0.968,0.00,1.00
WT7X49.5,F,49.5,14.6,7.08,0,0,14.6,0,0,0.485,0.780,0,0,0.00,1.38,2.0625,0,0.00,1.14,0.00,0.00,0.500,9.34,0.00,11.8,0.00,14.6,40.9,12.9,6.88,1.67,201,41.8,27.6,3.71,0.00,2.68,11.1,0.00,0.00,0.00,0.00,0.00,4.14,0.967,0.00,1.00,WT180X73.5,WT180X73.5,73.5,9420,180,0.00,0.00,371,0.00,0.00,12.3,19.8,0.00,0.00,0.00,35.1,52.4,0.00,29.0,0.00,0.00,12.7,73.5,0.00,0.00,11.80,14.6,17.0,211,113,42.4,83.7,685,452,94.2,0.00,1120,2.98,0.00,0.00,0.00,0.00,0.00,105,0.967,0.00,1.00
WT7X45,F,45.0,13.2,7.01,0,0,14.5,0,0,0.440,0.710,0,0,0.00,1.31,2,0,0.00,1.09,0.00,0.00,0.456,10.2,0.00,13.0,0.00,15.9,36.5,11.5,6.16,1.66,181,37.8,25.0,3.70,0.00,2.03,8.31,0.00,0.00,0.00,0.00,0.00,4.12,0.968,0.00,1.00,WT180X67,WT180X67,67.0,8520,178,0.00,0.00,368,0.00,0.00,11.2,18.0,0.00,0.00,0.00,33.3,50.8,0.00,27.7,0.00,0.00,11.6,67,0.00,0.00,13.00,15.9,15.2,188,101,42.2,75.3,619,410,94.0,0.00,845,2.23,0.00,0.00,0.00,0.00,0.00,105,0.968,0.00,1.00
WT7X41,F,41.0,12.0,7.16,0,0,10.1,0,0,0.510,0.855,0,0,0.00,1.45,1.6875,0,0.00,1.39,0.00,0.00,0.593,5.92,0.00,11.2,0.00,14.0,41.2,13.2,7.14,1.85,74.1,22.4,14.6,2.48,0.00,2.53,5.63,0.00,0.00,0.00,0.00,0.00,3.24,0.912,0.00,1.00,WT180X61,WT180X61,61.0,7740,182,0.00,0.00,257,0.00,0.00,13.0,21.7,0.00,0.00,0.00,36.8,42.9,0.00,35.3,0.00,0.00,15.1,61,0.00,0.00,11.20,14.0,17.1,216,117,47.0,30.8,367,239,63.0,0.00,1050,1.51,0.00,0.00,0.00,0.00,0.00,82.3,0.912,0.00,1.00
WT7X37,F,37.0,10.9,7.09,0,0,10.1,0,0,0.450,0.785,0,0,0.00,1.38,1.625,0,0.00,1.32,0.00,0.00,0.541,6.41,0.00,12.7,0.00,15.7,36.0,11.5,6.25,1.82,66.9,20.2,13.3,2.48,0.00,1.93,4.19,0.00,0.00,0.00,0.00,0.00,3.21,0.916,0.00,1.00,WT180X55,WT180X55,55.0,7030,180,0.00,0.00,257,0.00,0.00,11.4,19.9,0.00,0.00,0.00,35.1,41.3,0.00,33.5,0.00,0.00,13.7,55,0.00,0.00,12.70,15.7,15.0,188,102,46.2,27.8,331,218,63.0,0.00,803,1.13,0.00,0.00,0.00,0.00,0.00,81.5,0.916,0.00,1.00
WT7X365,T,365,107,11.2,0,0,17.9,0,0,3.07,4.91,0,0,0.00,5.51,6.1875,0,0.00,3.47,0.00,0.00,3.00,1.82,0.00,1.86,0.00,3.65,739,211,95.4,2.62,2360,408,264,4.69,0.00,714,5250,0.00,0.00,0.00,0.00,0.00,5.47,0.966,0.00,1.00,WT180X543,WT180X543,543,69000,284,0.00,0.00,455,0.00,0.00,78.0,125,0.00,0.00,0.00,140,157,0.00,88.1,0.00,0.00,76.2,543,0.00,0.00,1.86,3.65,308,3460,1560,66.5,982,6690,4330,119,0.00,297000,1410,0.00,0.00,0.00,0.00,0.00,139,0.966,0.00,1.00
WT7X34,F,34.0,10.0,7.02,0,0,10.0,0,0,0.415,0.720,0,0,0.00,1.31,1.5625,0,0.00,1.29,0.00,0.00,0.498,6.97,0.00,13.8,0.00,16.9,32.6,10.4,5.69,1.81,60.7,18.4,12.1,2.46,0.00,1.50,3.21,0.00,0.00,0.00,0.00,0.00,3.19,0.916,0.00,1.00,WT180X50.5,WT180X50.5,50.5,6450,178,0.00,0.00,254,0.00,0.00,10.5,18.3,0.00,0.00,0.00,33.3,39.7,0.00,32.8,0.00,0.00,12.6,50.5,0.00,0.00,13.80,16.9,13.6,170,93.2,46.0,25.3,302,198,62.5,0.00,624,0.862,0.00,0.00,0.00,0.00,0.00,81.0,0.916,0.00,1.00
WT7X332.5,T,332,97.8,10.8,0,0,17.7,0,0,2.83,4.52,0,0,0.00,5.12,5.8125,0,0.00,3.25,0.00,0.00,2.77,1.95,0.00,2.01,0.00,3.82,622,182,82.1,2.52,2080,365,236,4.62,0.00,555,3920,0.00,0.00,0.00,0.00,0.00,5.35,0.966,0.00,1.00,WT180X495,WT180X495,495,63100,274,0.00,0.00,450,0.00,0.00,71.9,115,0.00,0.00,0.00,130,148,0.00,82.6,0.00,0.00,70.4,495,0.00,0.00,2.01,3.82,259,2980,1350,64.0,866,5980,3870,117,0.00,231000,1050,0.00,0.00,0.00,0.00,0.00,136,0.966,0.00,1.00
WT7X302.5,T,302,88.9,10.5,0,0,17.4,0,0,2.60,4.16,0,0,0.00,4.76,5.4375,0,0.00,3.05,0.00,0.00,2.55,2.09,0.00,2.20,0.00,4.03,524,157,70.6,2.43,1840,326,211,4.55,0.00,430,2930,0.00,0.00,0.00,0.00,0.00,5.24,0.966,0.00,1.00,WT180X450,WT180X450,450,57400,267,0.00,0.00,442,0.00,0.00,66.0,106,0.00,0.00,0.00,121,138,0.00,77.5,0.00,0.00,64.8,450,0.00,0.00,2.20,4.03,218,2570,1160,61.7,766,5340,3460,116,0.00,179000,787,0.00,0.00,0.00,0.00,0.00,133,0.966,0.00,1.00
WT7X30.5,F,30.5,8.96,6.95,0,0,10.0,0,0,0.375,0.645,0,0,0.00,1.24,1.5,0,0.00,1.25,0.00,0.00,0.448,7.75,0.00,15.2,0.00,18.5,28.9,9.15,5.07,1.80,53.7,16.4,10.7,2.45,0.00,1.09,2.29,0.00,0.00,0.00,0.00,0.00,3.17,0.915,0.00,0.972,WT180X45.5,WT180X45.5,45.5,5780,177,0.00,0.00,254,0.00,0.00,9.53,16.4,0.00,0.00,0.00,31.5,38.1,0.00,31.8,0.00,0.00,11.4,45.5,0.00,0.00,15.20,18.5,12.0,150,83.1,45.7,22.4,269,175,62.2,0.00,454,0.615,0.00,0.00,0.00,0.00,0.00,80.5,0.915,0.00,0.972
WT7X275,T,275,80.9,10.1,0,0,17.2,0,0,2.38,3.82,0,0,0.00,4.42,5.125,0,0.00,2.85,0.00,0.00,2.35,2.25,0.00,2.40,0.00,4.25,442,136,60.9,2.34,1630,292,189,4.49,0.00,331,2180,0.00,0.00,0.00,0.00,0.00,5.15,0.966,0.00,1.00,WT180X409,WT180X409,409,52200,257,0.00,0.00,437,0.00,0.00,60.5,97.0,0.00,0.00,0.00,112,130,0.00,72.4,0.00,0.00,59.7,409,0.00,0.00,2.40,4.25,184,2230,998,59.4,678,4790,3100,114,0.00,138000,585,0.00,0.00,0.00,0.00,0.00,131,0.966,0.00,1.00
WT7X26.5,F,26.5,7.80,6.96,0,0,8.06,0,0,0.370,0.660,0,0,0.00,1.25,1.5,0,0.00,1.38,0.00,0.00,0.484,6.11,0.00,15.4,0.00,18.8,27.6,8.87,4.94,1.88,28.8,11.0,7.15,1.92,0.00,0.967,1.46,0.00,0.00,0.00,0.00,0.00,2.89,0.868,0.00,0.957,WT180X39.5,WT180X39.5,39.5,5030,177,0.00,0.00,205,0.00,0.00,9.40,16.8,0.00,0.00,0.00,31.8,38.1,0.00,35.1,0.00,0.00,12.3,39.5,0.00,0.00,15.40,18.8,11.5,145,81.0,47.8,12.0,180,117,48.8,0.00,402,0.392,0.00,0.00,0.00,0.00,0.00,73.4,0.868,0.00,0.957
WT7X250,T,250,73.5,9.80,0,0,17.0,0,0,2.19,3.50,0,0,0.00,4.10,4.8125,0,0.00,2.67,0.00,0.00,2.16,2.43,0.00,2.60,0.00,4.47,375,117,52.7,2.26,1440,261,169,4.43,0.00,254,1620,0.00,0.00,0.00,0.00,0.00,5.06,0.967,0.00,1.00,WT180X372,WT180X372,372,47400,249,0.00,0.00,432,0.00,0.00,55.6,88.9,0.00,0.00,0.00,104,122,0.00,67.8,0.00,0.00,54.9,372,0.00,0.00,2.60,4.47,156,1920,864,57.4,599,4280,2770,113,0.00,106000,435,0.00,0.00,0.00,0.00,0.00,129,0.967,0.00,1.00
WT7X24,F,24.0,7.07,6.90,0,0,8.03,0,0,0.340,0.595,0,0,0.00,1.19,1.4375,0,0.00,1.35,0.00,0.00,0.440,6.75,0.00,16.8,0.00,20.3,24.9,8.00,4.49,1.88,25.7,9.80,6.40,1.91,0.00,0.723,1.07,0.00,0.00,0.00,0.00,0.00,2.87,0.866,0.00,0.883,WT180X36,WT180X36,36.0,4560,175,0.00,0.00,204,0.00,0.00,8.64,15.1,0.00,0.00,0.00,30.2,36.5,0.00,34.3,0.00,0.00,11.2,36,0.00,0.00,16.80,20.3,10.4,131,73.6,47.8,10.7,161,105,48.5,0.00,301,0.287,0.00,0.00,0.00,0.00,0.00,72.9,0.866,0.00,0.883
WT7X227.5,T,228,66.9,9.51,0,0,16.8,0,0,2.02,3.21,0,0,0.00,3.81,4.5,0,0.00,2.51,0.00,0.00,1.99,2.62,0.00,2.83,0.00,4.72,321,102,45.9,2.19,1280,234,152,4.38,0.00,196,1210,0.00,0.00,0.00,0.00,0.00,4.98,0.967,0.00,1.00,WT180X338.5,WT180X338.5,338,43200,242,0.00,0.00,427,0.00,0.00,51.3,81.5,0.00,0.00,0.00,96.8,114,0.00,63.8,0.00,0.00,50.5,339,0.00,0.00,2.83,4.72,134,1670,752,55.6,533,3830,2490,111,0.00,81600,325,0.00,0.00,0.00,0.00,0.00,126,0.967,0.00,1.00
WT7X213,T,213,62.6,9.34,0,0,16.7,0,0,1.88,3.04,0,0,0.00,3.63,4.3125,0,0.00,2.40,0.00,0.00,1.88,2.75,0.00,3.04,0.00,4.98,287,91.7,41.4,2.14,1180,217,141,4.34,0.00,164,991,0.00,0.00,0.00,0.00,0.00,4.92,0.968,0.00,1.00,WT180X317,WT180X317,317,40400,237,0.00,0.00,424,0.00,0.00,47.8,77.2,0.00,0.00,0.00,92.2,110,0.00,61.0,0.00,0.00,47.8,317,0.00,0.00,3.04,4.98,119,1500,678,54.4,491,3560,2310,110,0.00,68300,266,0.00,0.00,0.00,0.00,0.00,125,0.968,0.00,1.00
WT7X21.5,F,21.5,6.31,6.83,0,0,8.00,0,0,0.305,0.530,0,0,0.00,1.12,1.375,0,0.00,1.31,0.00,0.00,0.395,7.54,0.00,18.7,0.00,22.4,21.9,7.05,3.98,1.86,22.6,8.64,5.65,1.89,0.00,0.522,0.751,0.00,0.00,0.00,0.00,0.00,2.86,0.865,0.00,0.776,WT180X32,WT180X32,32.0,4070,173,0.00,0.00,203,0.00,0.00,7.75,13.5,0.00,0.00,0.00,28.4,34.9,0.00,33.3,0.00,0.00,10.0,32,0.00,0.00,18.70,22.4,9.12,116,65.2,47.2,9.41,142,92.6,48.0,0.00,217,0.202,0.00,0.00,0.00,0.00,0.00,72.6,0.865,0.00,0.776
WT7X199,T,199,58.5,9.15,0,0,16.6,0,0,1.77,2.85,0,0,0.00,3.44,4.125,0,0.00,2.30,0.00,0.00,1.76,2.92,0.00,3.22,0.00,5.17,257,82.9,37.6,2.10,1090,201,131,4.31,0.00,135,801,0.00,0.00,0.00,0.00,0.00,4.87,0.968,0.00,1.00,WT180X296,WT180X296,296,37700,232,0.00,0.00,422,0.00,0.00,45.0,72.4,0.00,0.00,0.00,87.4,105,0.00,58.4,0.00,0.00,44.7,296,0.00,0.00,3.22,5.17,107,1360,616,53.3,454,3290,2150,109,0.00,56200,215,0.00,0.00,0.00,0.00,0.00,124,0.968,0.00,1.00
WT7X19,F,19.0,5.58,7.05,0,0,6.77,0,0,0.310,0.515,0,0,0.00,0.915,1.25,0,0.00,1.54,0.00,0.00,0.412,6.57,0.00,19.8,0.00,22.7,23.3,7.45,4.22,2.04,13.3,6.07,3.94,1.55,0.00,0.398,0.554,0.00,0.00,0.00,0.00,0.00,2.86,0.799,0.00,0.758,WT180X28.9,WT180X28.9,28.9,3600,179,0.00,0.00,172,0.00,0.00,7.87,13.1,0.00,0.00,0.00,23.2,31.8,0.00,39.1,0.00,0.00,10.5,28.9,0.00,0.00,19.80,22.7,9.70,122,69.2,51.8,5.54,100,64.6,39.4,0.00,166,0.149,0.00,0.00,0.00,0.00,0.00,72.6,0.799,0.00,0.758
WT7X185,T,185,54.4,8.96,0,0,16.5,0,0,1.66,2.66,0,0,0.00,3.26,3.9375,0,0.00,2.19,0.00,0.00,1.65,3.10,0.00,3.45,0.00,5.41,229,74.4,33.9,2.05,994,185,121,4.27,0.00,110,640,0.00,0.00,0.00,0.00,0.00,4.82,0.968,0.00,1.00,WT180X275.5,WT180X275.5,276,35100,228,0.00,0.00,419,0.00,0.00,42.2,67.6,0.00,0.00,0.00,82.8,100,0.00,55.6,0.00,0.00,41.9,276,0.00,0.00,3.45,5.41,95.3,1220,556,52.1,414,3030,1980,108,0.00,45800,172,0.00,0.00,0.00,0.00,0.00,122,0.968,0.00,1.00
WT7X171,T,171,50.3,8.77,0,0,16.4,0,0,1.54,2.47,0,0,0.00,3.07,3.75,0,0.00,2.09,0.00,0.00,1.54,3.31,0.00,3.70,0.00,5.69,203,66.2,30.4,2.01,903,169,110,4.24,0.00,88.3,502,0.00,0.00,0.00,0.00,0.00,4.77,0.968,0.00,1.00,WT180X254.5,WT180X254.5,546,32500,223,0.00,0.00,417,0.00,0.00,39.1,62.7,0.00,0.00,0.00,78.0,95.3,0.00,53.1,0.00,0.00,39.1,255,0.00,0.00,3.70,5.69,84.5,1080,498,51.1,376,2770,1800,108,0.00,36800,135,0.00,0.00,0.00,0.00,0.00,121,0.968,0.00,1.00
WT7X17,F,17.0,5.00,6.99,0,0,6.75,0,0,0.285,0.455,0,0,0.00,0.855,1.1875,0,0.00,1.53,0.00,0.00,0.371,7.41,0.00,21.5,0.00,24.5,20.9,6.74,3.83,2.04,11.6,5.32,3.45,1.53,0.00,0.284,0.400,0.00,0.00,0.00,0.00,0.00,2.87,0.792,0.00,0.668,WT180X25.5,WT180X25.5,25.5,3230,178,0.00,0.00,171,0.00,0.00,7.24,11.6,0.00,0.00,0.00,21.7,30.2,0.00,38.9,0.00,0.00,9.42,25.5,0.00,0.00,21.50,24.5,8.70,110,62.8,51.8,4.83,87.2,56.5,38.9,0.00,118,0.107,0.00,0.00,0.00,0.00,0.00,72.9,0.792,0.00,0.668
WT7X155.5,T,156,45.7,8.56,0,0,16.2,0,0,1.41,2.26,0,0,0.00,2.86,3.5625,0,0.00,1.97,0.00,0.00,1.41,3.59,0.00,4.04,0.00,6.07,176,57.7,26.7,1.96,807,152,99.4,4.20,0.00,67.5,375,0.00,0.00,0.00,0.00,0.00,4.71,0.969,0.00,1.00,WT180X231.5,WT180X231.5,232,29500,217,0.00,0.00,411,0.00,0.00,35.8,57.4,0.00,0.00,0.00,72.6,90.5,0.00,50.0,0.00,0.00,35.8,232,0.00,0.00,4.04,6.07,73.3,946,438,49.8,336,2490,1630,107,0.00,28100,101,0.00,0.00,0.00,0.00,0.00,120,0.969,0.00,1.00
WT7X15,F,15.0,4.42,6.92,0,0,6.73,0,0,0.270,0.385,0,0,0.00,0.785,1.125,0,0.00,1.58,0.00,0.00,0.329,8.74,0.00,22.7,0.00,25.6,19.0,6.25,3.55,2.07,9.79,4.49,2.91,1.49,0.00,0.190,0.287,0.00,0.00,0.00,0.00,0.00,2.90,0.772,0.00,0.609,WT180X22,WT180X22,22.0,2850,176,0.00,0.00,171,0.00,0.00,6.86,9.78,0.00,0.00,0.00,19.9,28.6,0.00,40.1,0.00,0.00,8.36,22,0.00,0.00,22.70,25.6,7.91,102,58.2,52.6,4.07,73.6,47.7,37.8,0.00,79.1,0.0771,0.00,0.00,0.00,0.00,0.00,73.7,0.772,0.00,0.609
WT7X141.5,T,142,41.6,8.37,0,0,16.1,0,0,1.29,2.07,0,0,0.00,2.67,3.375,0,0.00,1.86,0.00,0.00,1.29,3.89,0.00,4.42,0.00,6.49,153,50.4,23.5,1.92,722,137,89.7,4.17,0.00,51.8,281,0.00,0.00,0.00,0.00,0.00,4.66,0.969,0.00,1.00,WT180X210.5,WT180X210.5,210,26800,213,0.00,0.00,409,0.00,0.00,32.8,52.6,0.00,0.00,0.00,67.8,85.7,0.00,47.2,0.00,0.00,32.8,211,0.00,0.00,4.42,6.49,63.7,826,385,48.8,301,2250,1470,106,0.00,21600,75.5,0.00,0.00,0.00,0.00,0.00,118,0.969,0.00,1.00
WT7X13,F,13.0,3.85,6.96,0,0,5.03,0,0,0.255,0.420,0,0,0.00,0.820,1.125,0,0.00,1.72,0.00,0.00,0.383,5.98,0.00,24.1,0.00,27.3,17.3,5.89,3.31,2.12,4.45,2.76,1.77,1.08,0.00,0.179,0.207,0.00,0.00,0.00,0.00,0.00,2.82,0.712,0.00,0.538,WT180X19.5,WT180X19.5,19.5,2480,177,0.00,0.00,128,0.00,0.00,6.48,10.7,0.00,0.00,0.00,20.8,28.6,0.00,43.7,0.00,0.00,9.73,19.5,0.00,0.00,24.10,27.3,7.20,96.5,54.2,53.8,1.85,45.2,29.0,27.4,0.00,74.5,0.0556,0.00,0.00,0.00,0.00,0.00,71.6,0.712,0.00,0.538
WT7X128.5,T,128,37.8,8.19,0,0,16.0,0,0,1.18,1.89,0,0,0.00,2.49,3.1875,0,0.00,1.75,0.00,0.00,1.18,4.23,0.00,4.85,0.00,6.97,133,43.9,20.7,1.88,645,123,80.7,4.13,0.00,39.3,209,0.00,0.00,0.00,0.00,0.00,4.61,0.969,0.00,1.00,WT180X191,WT180X191,191,24400,208,0.00,0.00,406,0.00,0.00,30.0,48.0,0.00,0.00,0.00,63.2,81.0,0.00,44.5,0.00,0.00,30.0,191,0.00,0.00,4.85,6.97,55.4,719,339,47.8,268,2020,1320,105,0.00,16400,56.1,0.00,0.00,0.00,0.00,0.00,117,0.969,0.00,1.00
WT7X116.5,T,116,34.2,8.02,0,0,15.9,0,0,1.07,1.72,0,0,0.00,2.32,3,0,0.00,1.65,0.00,0.00,1.08,4.62,0.00,5.33,0.00,7.50,116,38.2,18.2,1.84,576,110,72.5,4.10,0.00,29.6,154,0.00,0.00,0.00,0.00,0.00,4.57,0.970,0.00,1.00,WT180X173.5,WT180X173.5,174,22100,204,0.00,0.00,404,0.00,0.00,27.2,43.7,0.00,0.00,0.00,58.9,76.2,0.00,41.9,0.00,0.00,27.4,174,0.00,0.00,5.33,7.50,48.3,626,298,46.7,240,1800,1190,104,0.00,12300,41.4,0.00,0.00,0.00,0.00,0.00,116,0.970,0.00,1.00
WT7X11,F,11.0,3.25,6.87,0,0,5.00,0,0,0.230,0.335,0,0,0.00,0.735,1.0625,0,0.00,1.76,0.00,0.00,0.325,7.46,0.00,26.7,0.00,29.9,14.8,5.20,2.91,2.14,3.50,2.19,1.40,1.04,0.00,0.104,0.134,0.00,0.00,0.00,0.00,0.00,2.86,0.689,0.00,0.448,WT180X16.45,WT180X16.45,16.5,2100,174,0.00,0.00,127,0.00,0.00,5.84,8.51,0.00,0.00,0.00,18.7,27.0,0.00,44.7,0.00,0.00,8.26,16.5,0.00,0.00,26.70,29.9,6.16,85.2,47.7,54.4,1.46,35.9,22.9,26.4,0.00,43.3,0.0360,0.00,0.00,0.00,0.00,0.00,72.6,0.689,0.00,0.448
WT7X105.5,F,106,31.0,7.86,0,0,15.8,0,0,0.980,1.56,0,0,0.00,2.16,2.875,0,0.00,1.57,0.00,0.00,0.980,5.06,0.00,5.82,0.00,8.02,102,33.4,16.2,1.81,513,98.9,65.0,4.07,0.00,22.2,113,0.00,0.00,0.00,0.00,0.00,4.52,0.970,0.00,1.00,WT180X157,WT180X157,157,20000,200,0.00,0.00,401,0.00,0.00,24.9,39.6,0.00,0.00,0.00,54.9,73.0,0.00,39.9,0.00,0.00,24.9,157,0.00,0.00,5.82,8.02,42.5,547,265,46.0,214,1620,1070,103,0.00,9240,30.3,0.00,0.00,0.00,0.00,0.00,115,0.970,0.00,1.00
WT6X95,F,95.0,27.9,7.19,0,0,12.7,0,0,1.06,1.74,0,0,0.00,2.33,2.625,0,0.00,1.62,0.00,0.00,1.10,3.65,0.00,4.58,0.00,6.78,79.0,29.8,14.2,1.68,295,71.2,46.5,3.25,0.00,24.3,82.1,0.00,0.00,0.00,0.00,0.00,3.73,0.960,0.00,1.00,WT155X141.5,WT155X141.5,142,18000,183,0.00,0.00,323,0.00,0.00,26.9,44.2,0.00,0.00,0.00,59.2,66.7,0.00,41.1,0.00,0.00,27.9,142,0.00,0.00,4.58,6.78,32.9,488,233,42.7,123,1170,762,82.6,0.00,10100,22.0,0.00,0.00,0.00,0.00,0.00,94.7,0.960,0.00,1.00
